,time,mat1,mat2,width1,width2,thickness,operator
848,2021-06-14 10:41:24.854168094,1,2,115,100,28,Alice
849,2021-06-14 10:46:25.923763263,2,2,115,110,25,Alice
850,2021-06-14 10:51:35.921665931,2,2,180,160,18,Alice
851,2021-06-14 10:57:02.429596281,1,1,215,220,15,Alice
852,2021-06-14 11:02:38.906647526,0,0,115,115,25,Bob
853,2021-06-14 11:07:04.116557609,0,1,175,175,18,Bob
854,2021-06-14 11:12:20.247659743,2,2,200,220,12,Bob
855,2021-06-14 11:18:20.484441751,0,1,200,220,18,Bob
856,2021-06-14 11:23:35.536546256,0,1,195,200,25,Bob
857,2021-06-14 11:28:33.457739549,2,2,110,120,25,Bob
858,2021-06-14 11:34:04.131943098,0,0,120,115,25,Bob
859,2021-06-14 11:38:23.801805072,1,2,135,130,28,Bob
860,2021-06-14 11:43:56.302029296,2,2,145,120,15,Bob
861,2021-06-14 11:49:49.031018365,2,2,205,180,15,Bob
862,2021-06-14 11:55:55.445582782,1,1,200,210,22,Bob
863,2021-06-14 13:04:36.302755538,1,2,160,170,22,Alice
864,2021-06-14 13:09:57.929201619,0,0,195,175,15,Alice
865,2021-06-14 13:14:21.128171036,2,2,115,105,12,Alice
866,2021-06-14 13:19:51.528634446,0,1,160,140,22,Alice
867,2021-06-14 13:24:46.479223145,1,1,185,165,28,Alice
868,2021-06-14 13:29:33.924974674,2,2,155,135,15,Alice
869,2021-06-14 13:35:07.886555003,2,2,170,160,28,Alice
870,2021-06-14 13:40:24.788327109,2,2,125,100,18,Alice
871,2021-06-14 13:45:50.021355693,0,1,150,160,28,Alice
872,2021-06-14 13:50:27.065716707,2,2,185,175,28,Alice
873,2021-06-14 13:55:44.267022994,1,2,205,200,28,Alice
874,2021-06-14 14:01:09.630662985,1,2,205,205,22,Bob
875,2021-06-14 14:06:54.479118793,1,2,215,215,28,Bob
876,2021-06-14 14:12:29.138572689,1,2,125,120,28,Bob
877,2021-06-14 14:18:03.620850480,1,2,155,130,25,Bob
878,2021-06-14 14:23:24.776378934,2,2,125,125,15,Bob
879,2021-06-14 14:29:15.900195605,1,1,100,100,18,Bob
880,2021-06-14 14:34:33.488754010,1,1,155,170,18,Bob
881,2021-06-14 14:40:10.361299448,1,2,120,140,28,Bob
882,2021-06-14 14:45:38.400665437,0,0,110,105,15,Bob
883,2021-06-14 14:50:12.499983603,1,2,150,150,18,Bob
884,2021-06-14 14:56:02.936911569,1,2,100,100,15,Bob
885,2021-06-14 15:01:39.797725874,1,2,125,140,25,Alice
886,2021-06-14 15:06:46.057533041,1,2,205,190,18,Alice
887,2021-06-14 15:12:39.199711523,1,1,140,155,15,Alice
888,2021-06-14 15:17:49.821639222,0,0,135,115,28,Alice
889,2021-06-14 15:21:42.743564815,1,2,150,130,18,Alice
890,2021-06-14 15:27:14.868558264,1,2,135,130,28,Alice
891,2021-06-14 15:32:31.559508034,2,2,105,105,28,Alice
892,2021-06-14 15:37:34.585017035,1,2,165,175,22,Alice
893,2021-06-14 15:42:55.693441699,0,0,185,185,15,Alice
894,2021-06-14 15:47:21.415014346,0,0,140,135,15,Alice
895,2021-06-14 15:51:51.341610725,2,2,135,135,28,Alice
896,2021-06-14 15:56:45.350991617,1,2,165,165,,Alice
897,2021-06-14 16:02:27.296166239,0,0,155,150,18,Bob
898,2021-06-14 16:06:55.512399093,1,2,170,160,25,Bob
899,2021-06-14 16:12:31.447649579,1,2,215,195,25,Bob
900,2021-06-14 16:18:12.115457920,1,2,195,210,18,Bob
901,2021-06-14 16:24:14.202873831,1,2,175,170,22,Bob
902,2021-06-14 16:29:53.097055708,1,1,180,165,25,Bob
903,2021-06-14 16:34:55.972955719,0,0,185,185,25,Bob
904,2021-06-14 16:39:25.185118615,2,2,140,145,15,Bob
905,2021-06-14 16:45:15.907998408,2,2,120,145,18,Bob
906,2021-06-14 16:51:02.998334508,0,0,200,200,22,Bob
907,2021-06-14 16:55:43.097358541,1,2,185,185,25,Bob
908,2021-06-15 08:02:38.887931214,0,1,190,170,22,Charlie
909,2021-06-15 08:07:54.710962900,0,0,110,115,28,Charlie
910,2021-06-15 08:12:21.669932438,2,2,165,140,18,Charlie
911,2021-06-15 08:18:16.922835361,0,0,105,125,22,Charlie
912,2021-06-15 08:22:55.953397960,2,2,115,105,18,Charlie
913,2021-06-15 08:28:55.000788407,0,0,155,160,28,Charlie
914,2021-06-15 08:33:35.860433565,1,2,155,155,15,Charlie
915,2021-06-15 08:39:37.680396003,0,0,185,170,15,Charlie
916,2021-06-15 08:44:31.604735190,1,2,210,220,22,Charlie
917,2021-06-15 08:50:30.872106701,1,2,195,185,28,Charlie
918,2021-06-15 08:56:18.961518994,1,2,215,210,18,Charlie
919,2021-06-15 09:02:28.695719785,1,2,150,170,25,David
920,2021-06-15 09:08:00.548407456,0,0,145,140,12,David
921,2021-06-15 09:12:51.708768692,2,2,165,155,25,David
922,2021-06-15 09:18:26.598244909,2,2,185,185,22,David
923,2021-06-15 09:24:04.269886793,2,2,140,140,18,David
924,2021-06-15 09:29:58.384799159,2,2,190,165,28,David
925,2021-06-15 09:35:31.587850678,1,2,185,200,15,David
926,2021-06-15 09:41:35.107442797,1,1,180,195,18,David
927,2021-06-15 09:47:24.899289110,0,0,105,100,25,David
928,2021-06-15 09:51:54.442505312,1,2,140,165,15,David
929,2021-06-15 09:57:53.119704217,1,1,135,110,22,David
930,2021-06-15 10:03:21.052174038,2,2,215,220,18,Charlie
931,2021-06-15 10:09:40.001537377,0,0,180,175,25,Charlie
932,2021-06-15 10:14:28.402531892,1,2,195,220,28,Charlie
933,2021-06-15 10:20:23.337463279,0,0,160,145,22,Charlie
934,2021-06-15 10:25:06.818376664,2,2,175,195,28,Charlie
935,2021-06-15 10:30:46.859762362,1,2,170,155,18,Charlie
936,2021-06-15 10:36:46.821191976,1,2,100,120,25,Charlie
937,2021-06-15 10:42:27.246651501,0,1,180,170,25,Charlie
938,2021-06-15 10:47:37.113827603,1,2,130,110,28,Charlie
939,2021-06-15 10:53:08.437676984,1,2,120,110,15,Charlie
940,2021-06-15 10:59:00.263051952,0,0,125,100,28,Charlie
941,2021-06-15 11:03:38.743725756,1,1,190,195,25,David
942,2021-06-15 11:09:03.596073721,0,0,190,175,28,David
943,2021-06-15 11:13:31.206789142,0,1,140,130,15,David
944,2021-06-15 11:18:47.264915232,1,2,180,205,28,David
945,2021-06-15 11:24:20.608707629,1,2,195,190,28,David
946,2021-06-15 11:30:01.615708784,0,1,105,100,15,David
947,2021-06-15 11:35:27.274418178,1,2,120,105,22,David
948,2021-06-15 11:41:02.284394713,1,1,125,125,15,David
949,2021-06-15 11:46:42.028194240,1,2,110,105,15,David
950,2021-06-15 11:52:28.679147572,1,1,145,150,25,David
951,2021-06-15 11:57:50.549999608,2,2,160,135,18,David
952,2021-06-15 13:02:25.375173738,0,1,110,130,25,Charlie
953,2021-06-15 13:07:37.169881224,1,2,150,155,25,Charlie
954,2021-06-15 13:13:17.604695164,0,1,105,105,28,Charlie
955,2021-06-15 13:18:21.092107205,1,2,155,135,22,Charlie
956,2021-06-15 13:24:13.103291310,2,2,135,145,25,Charlie
957,2021-06-15 13:29:50.497304406,2,2,160,160,22,Charlie
958,2021-06-15 13:35:37.136441560,1,2,180,170,18,Charlie
959,2021-06-15 13:41:35.989530309,2,2,185,180,18,Charlie
960,2021-06-15 13:47:42.758849825,1,1,115,125,25,Charlie
961,2021-06-15 13:53:05.867215141,0,0,210,190,15,Charlie
962,2021-06-15 13:58:06.168193301,0,0,145,155,25,Charlie
963,2021-06-15 14:02:45.105194982,1,2,195,220,28,David
964,2021-06-15 14:08:29.741962886,1,2,215,215,28,David
965,2021-06-15 14:14:23.606571987,1,2,175,190,25,David
966,2021-06-15 14:20:06.045590403,2,2,125,100,25,David
967,2021-06-15 14:25:43.923559520,1,1,120,130,18,David
968,2021-06-15 14:31:25.048250855,0,0,175,200,25,David
969,2021-06-15 14:35:55.534426096,2,2,140,165,15,David
970,2021-06-15 14:41:47.506486460,1,1,155,130,18,David
971,2021-06-15 14:47:26.771697890,0,1,120,100,25,David
972,2021-06-15 14:52:24.672118180,2,2,195,205,15,David
973,2021-06-15 14:58:16.645381882,2,2,130,150,25,David
974,2021-06-15 15:03:44.163224640,2,2,145,140,15,Charlie
975,2021-06-15 15:09:45.785537090,0,2,205,180,25,Charlie
976,2021-06-15 15:15:28.085185531,2,2,160,170,22,Charlie
977,2021-06-15 15:21:18.724991920,1,2,110,100,22,Charlie
978,2021-06-15 15:27:03.732306678,1,2,125,145,25,Charlie
979,2021-06-15 15:32:43.868196373,0,0,205,200,15,Charlie
980,2021-06-15 15:37:41.299089449,2,2,180,155,18,Charlie
981,2021-06-15 15:43:39.721463026,1,2,130,125,15,Charlie
982,2021-06-15 15:49:45.153768228,1,1,180,155,15,Charlie
983,2021-06-15 15:55:31.339526265,2,2,120,140,25,Charlie
984,2021-06-15 16:01:15.163069840,2,2,190,200,12,David
985,2021-06-15 16:07:18.488478789,2,2,120,130,28,David
986,2021-06-15 16:12:46.238244802,2,2,125,145,18,David
987,2021-06-15 16:18:33.494753041,1,2,120,105,15,David
988,2021-06-15 16:24:23.930654310,1,1,150,165,28,David
989,2021-06-15 16:29:40.900284666,1,2,105,100,15,David
990,2021-06-15 16:35:34.021964360,0,0,180,190,25,David
991,2021-06-15 16:40:14.635636125,1,2,195,205,28,David
992,2021-06-15 16:45:54.159379839,1,1,165,165,25,David
993,2021-06-15 16:51:17.424017970,2,2,180,205,22,David
994,2021-06-15 16:56:53.345683951,1,1,135,155,12,David
995,2021-06-16 08:04:30.388519110,0,0,180,165,28,Eric
996,2021-06-16 08:08:28.830787420,2,2,175,160,25,Eric
997,2021-06-16 08:13:43.241757403,2,2,180,175,18,Eric
998,2021-06-16 08:19:14.033951715,1,1,105,105,25,Eric
999,2021-06-16 08:24:13.480496138,0,0,145,150,15,Eric
1000,2021-06-16 08:28:48.902885012,0,0,135,130,18,Eric
1001,2021-06-16 08:33:12.968573381,0,0,190,200,25,Eric
1002,2021-06-16 08:37:25.976614542,2,2,215,220,28,Eric
1003,2021-06-16 08:42:46.493686097,0,1,150,170,15,Eric
1004,2021-06-16 08:47:54.641746952,0,0,185,200,25,Eric
1005,2021-06-16 08:52:16.673651044,2,2,120,145,15,Eric
1006,2021-06-16 08:57:51.224709936,2,2,145,120,25,Eric
1007,2021-06-16 09:02:57.565904095,0,0,215,215,22,Geralt
1008,2021-06-16 09:07:32.830581009,1,1,140,130,25,Geralt
1009,2021-06-16 09:12:39.200269055,2,2,190,170,15,Geralt
1010,2021-06-16 09:18:34.344824625,0,0,125,115,12,Geralt
1011,2021-06-16 09:23:26.897497132,0,0,145,165,22,Geralt
1012,2021-06-16 09:28:05.262334461,1,1,155,130,22,Geralt
1013,2021-06-16 09:33:19.996442061,1,2,190,185,28,Geralt
1014,2021-06-16 09:38:59.968916953,0,0,180,170,25,Geralt
1015,2021-06-16 09:43:31.775804016,1,2,180,180,25,Geralt
1016,2021-06-16 09:49:13.215931994,2,2,150,160,25,Geralt
1017,2021-06-16 09:54:46.975704448,1,1,210,220,22,Geralt
1018,2021-06-16 10:00:17.030521612,0,0,100,100,15,Eric
1019,2021-06-16 10:04:35.054031937,1,1,205,200,12,Eric
1020,2021-06-16 10:10:22.621961966,1,1,160,165,25,Eric
1021,2021-06-16 10:15:33.380165284,0,0,215,220,12,Eric
1022,2021-06-16 10:20:12.307066717,0,0,105,100,15,Eric
1023,2021-06-16 10:24:37.514696433,2,2,180,155,15,Eric
1024,2021-06-16 10:30:19.848127267,1,2,170,145,15,Eric
1025,2021-06-16 10:36:02.727453317,1,2,110,100,12,Eric
1026,2021-06-16 10:41:41.449241499,2,2,180,175,25,Eric
1027,2021-06-16 10:47:06.551372372,0,1,120,145,22,Eric
1028,2021-06-16 10:51:35.659779974,2,2,150,140,15,Eric
1029,2021-06-16 10:57:19.948790608,0,0,215,220,22,Eric
1030,2021-06-16 11:01:43.711518510,2,2,145,170,25,Geralt
1031,2021-06-16 11:07:14.097157020,0,0,120,145,22,Geralt
1032,2021-06-16 11:11:47.557395610,2,2,215,200,15,Geralt
1033,2021-06-16 11:17:55.997800171,2,2,165,150,12,Geralt
1034,2021-06-16 11:23:56.258634193,0,1,160,155,15,Geralt
1035,2021-06-16 11:29:17.476594440,1,2,185,180,25,Geralt
1036,2021-06-16 11:34:59.967849644,1,1,175,195,25,Geralt
1037,2021-06-16 11:40:19.347547215,1,1,210,220,22,Geralt
1038,2021-06-16 11:45:53.765350321,0,0,215,195,28,Geralt
1039,2021-06-16 11:50:12.660746711,2,2,105,100,22,Geralt
1040,2021-06-16 11:55:40.476063278,0,0,165,160,25,Geralt
1041,2021-06-16 13:02:14.756202676,1,2,105,110,25,Eric
1042,2021-06-16 13:07:26.626338147,0,0,175,190,12,Eric
1043,2021-06-16 13:12:05.923538722,1,1,205,220,12,Eric
1044,2021-06-16 13:17:52.813354577,0,0,130,150,25,Eric
1045,2021-06-16 13:22:01.137608458,1,2,140,125,22,Eric
1046,2021-06-16 13:27:18.649658553,0,0,205,215,15,Erik
1047,2021-06-16 13:31:57.060229069,1,2,115,100,15,Eric
1048,2021-06-16 13:37:21.502083684,2,2,135,125,25,Eric
1049,2021-06-16 13:42:31.533598591,2,2,180,175,15,Eric
1050,2021-06-16 13:48:20.244739716,1,1,105,100,28,Eric
1051,2021-06-16 13:53:13.925058062,0,0,130,105,28,Eric
1052,2021-06-16 13:57:19.202435305,2,2,180,190,22,Eric
1053,2021-06-16 14:02:52.813421542,1,1,105,100,22,Geralt
1054,2021-06-16 14:07:55.147961090,1,2,110,125,15,Geralt
1055,2021-06-16 14:13:41.287444372,1,1,130,130,28,Geralt
1056,2021-06-16 14:18:46.780412320,1,2,115,125,28,Geralt
1057,2021-06-16 14:24:11.674286364,1,2,190,185,18,Geralt
1058,2021-06-16 14:30:12.051925446,0,1,175,195,15,Geralt
1059,2021-06-16 14:35:32.311936274,2,2,165,175,22,Geralt
1060,2021-06-16 14:41:01.900218189,0,1,130,150,18,Geralt
1061,2021-06-16 14:46:02.904031518,1,2,135,160,22,Geralt
1062,2021-06-16 14:51:36.851919452,0,0,200,175,28,Geralt
1063,2021-06-16 14:55:58.749228495,0,0,125,130,28,Geralt
1064,2021-06-16 15:00:12.586199396,2,2,110,135,25,Eric
1065,2021-06-16 15:05:25.186130060,0,0,150,135,25,Eric
1066,2021-06-16 15:09:34.845161119,0,0,155,170,25,Eric
1067,2021-06-16 15:13:48.977565838,2,2,100,105,15,Eric
1068,2021-06-16 15:19:12.858575684,1,2,205,215,12,Eric
1069,2021-06-16 15:25:10.107205902,0,1,145,135,25,Eric
1070,2021-06-16 15:30:01.486523717,0,0,145,140,22,Eric
1071,2021-06-16 15:34:13.964099239,2,2,115,100,18,Eric
1072,2021-06-16 15:39:39.275136772,1,1,210,220,25,Eric
1073,2021-06-16 15:44:38.181942187,0,1,125,125,22,Eric
1074,2021-06-16 15:49:31.008909877,0,1,180,165,15,Eric
1075,2021-06-16 15:54:42.688461344,0,0,205,205,22,Eric
1076,2021-06-16 15:59:02.802859952,1,1,120,135,22,Eric
1077,2021-06-16 16:03:53.298649812,2,2,175,150,12,Geralt
1078,2021-06-16 16:09:47.657016079,0,0,170,145,12,Geralt
1079,2021-06-16 16:14:39.689938435,2,2,185,170,28,Geralt
1080,2021-06-16 16:20:09.452631456,1,2,195,170,28,Geralt
1081,2021-06-16 16:25:46.048591222,1,2,190,210,15,Geralt
1082,2021-06-16 16:32:00.853306414,0,0,100,100,28,Geralt
1083,2021-06-16 16:36:19.848654256,2,2,165,140,15,Geralt
1084,2021-06-16 16:42:19.416014976,1,2,105,120,12,Geralt
1085,2021-06-16 16:48:16.595881912,0,0,215,220,12,Geralt
1086,2021-06-16 16:53:21.174363781,0,0,200,185,25,Geralt
1087,2021-06-16 16:57:41.269126287,0,1,175,165,15,Geralt
1088,2021-06-17 08:02:55.439763409,2,2,190,175,18,Alice
1089,2021-06-17 08:08:24.533688872,2,2,190,210,9999,Alice
1090,2021-06-17 08:13:35.325852880,1,2,120,145,28,Alice
1091,2021-06-17 08:18:47.094637034,0,0,170,155,25,Alice
1092,2021-06-17 08:22:56.219357588,1,1,195,180,15,Alice
1093,2021-06-17 08:28:22.727437266,2,2,160,165,12,Alice
1094,2021-06-17 08:34:05.666295519,0,0,165,170,25,Alice
1095,2021-06-17 08:38:17.014260820,1,2,130,115,15,Alice
1096,2021-06-17 08:43:47.240010672,0,0,155,150,22,Alice
1097,2021-06-17 08:47:58.647753980,2,2,195,170,12,Alice
1098,2021-06-17 08:53:34.082587606,0,0,105,100,15,Alice
1099,2021-06-17 08:57:59.315767159,2,2,215,220,25,Alice
1100,2021-06-17 09:03:23.434493594,1,2,130,130,22,Bob
1101,2021-06-17 09:08:55.511244234,2,2,125,125,18,Bob
1102,2021-06-17 09:14:39.886769518,1,1,180,155,22,Bob
1103,2021-06-17 09:19:55.769958612,1,2,130,150,12,Bob
1104,2021-06-17 09:25:46.625018131,2,2,175,165,18,Bob
1105,2021-06-17 09:31:33.601827449,1,2,110,100,15,Bob
1106,2021-06-17 09:37:17.791871265,2,2,150,155,25,Bob
1107,2021-06-17 09:42:47.337890889,0,0,150,145,25,Bob
1108,2021-06-17 09:46:57.227599313,2,2,180,155,22,Bob
1109,2021-06-17 09:52:23.842914,1,2,195,180,22,Bob
1110,2021-06-17 09:58:08.953185420,0,2,105,120,28,Bob
1111,2021-06-17 10:03:18.902322448,1,2,170,165,22,Alice
1112,2021-06-17 10:08:48.239090378,1,2,170,150,22,Alice
1113,2021-06-17 10:14:09.246511394,0,1,150,130,22,Alice
1114,2021-06-17 10:18:51.667014419,1,2,195,195,22,Alice
1115,2021-06-17 10:24:26.348168635,1,1,200,200,22,Alice
1116,2021-06-17 10:29:38.179529922,2,2,215,195,22,Alice
1117,2021-06-17 10:34:46.325726425,0,0,115,110,22,Alice
1118,2021-06-17 10:38:46.581579107,2,2,185,165,18,Alice
1119,2021-06-17 10:44:15.638448542,1,2,105,100,12,Alice
1120,2021-06-17 10:49:44.029519716,2,2,160,160,28,Alice
1121,2021-06-17 10:54:58.485282248,1,2,115,125,12,Alice
1122,2021-06-17 11:00:27.347539515,2,2,130,115,15,Bob
1123,2021-06-17 11:06:12.978715691,0,0,145,170,25,Bob
1124,2021-06-17 11:10:41.787203069,0,0,150,170,15,Bob
1125,2021-06-17 11:15:09.082959441,2,2,-1,215,15,Bob
1126,2021-06-17 11:21:13.752536996,2,2,175,155,18,Bob
1127,2021-06-17 11:27:03.161441963,0,0,200,205,15,Bob
1128,2021-06-17 11:31:45.129748251,0,0,140,140,25,Bob
1129,2021-06-17 11:36:06.842127856,0,0,150,130,18,Bob
1130,2021-06-17 11:40:40.348941466,0,0,170,160,25,Bob
1131,2021-06-17 11:44:59.953053776,0,2,190,170,25,Bob
1132,2021-06-17 11:50:31.211105454,2,2,105,100,18,Bob
1133,2021-06-17 11:56:11.721471375,1,2,190,200,22,Bob
1134,2021-06-17 13:02:18.443754900,0,0,115,135,18,Alice
1135,2021-06-17 13:06:30.393532053,1,1,175,200,28,Alice
1136,2021-06-17 13:11:30.768076760,2,2,170,165,18,Alice
1137,2021-06-17 13:16:57.643363704,1,1,170,185,18,Alice
1138,2021-06-17 13:22:19.953540991,1,2,135,115,25,Alice
1139,2021-06-17 13:27:28.998653988,1,2,125,135,15,Alice
1140,2021-06-17 13:32:58.743989795,0,0,175,200,25,Alice
1141,2021-06-17 13:37:08.097977312,1,2,155,135,28,Alice
1142,2021-06-17 13:42:15.528479651,1,1,215,220,25,Alice
1143,2021-06-17 13:47:25.810737423,0,1,125,125,12,Alice
1144,2021-06-17 13:52:24.905855411,0,0,195,210,25,Alice
1145,2021-06-17 13:56:42.723296537,1,2,135,155,22,Alice
1146,2021-06-17 14:02:08.576833255,1,1,165,190,25,Bob
1147,2021-06-17 14:07:13.696566189,2,2,175,185,28,Bob
1148,2021-06-17 14:12:37.916467193,1,2,140,120,28,Bob
1149,2021-06-17 14:17:59.855465936,0,1,190,180,18,Bob
1150,2021-06-17 14:23:14.266604475,0,0,190,185,25,Bob
1151,2021-06-17 14:27:41.355603522,0,0,215,210,18,Bob
1152,2021-06-17 14:32:16.301773609,1,1,195,170,25,Bob
1153,2021-06-17 14:37:36.245829441,1,1,175,195,22,Bob
1154,2021-06-17 14:42:42.369656897,1,2,210,220,15,Bob
1155,2021-06-17 14:48:43.670825241,2,2,150,160,18,Bob
1156,2021-06-17 14:54:34.723176338,1,2,110,100,25,Bob
1157,2021-06-17 14:59:52.015763516,1,2,195,180,15,Bob
1158,2021-06-17 15:05:44.861273962,0,0,185,195,25,Alice
1159,2021-06-17 15:09:58.476316412,0,0,195,210,18,Alice
1160,2021-06-17 15:14:28.790710388,1,1,135,135,12,Alice
1161,2021-06-17 15:19:52.588912590,0,1,210,205,25,Alice
1162,2021-06-17 15:24:40.837834133,1,2,195,185,25,Alice
1163,2021-06-17 15:30:06.375398427,2,2,165,155,15,Alice
1164,2021-06-17 15:35:36.051745574,0,0,130,105,22,Alice
1165,2021-06-17 15:39:38.171177926,0,0,100,100,22,Alice
1166,2021-06-17 15:43:43.097782730,0,0,205,195,18,Alice
1167,2021-06-17 15:47:54.858314083,1,2,205,195,28,Alice
1168,2021-06-17 15:53:23.661513934,1,2,215,215,12,Alice
1169,2021-06-17 15:59:22.153622695,2,2,140,135,18,Alice
1170,2021-06-17 16:04:57.627109765,1,2,145,130,25,Bob
1171,2021-06-17 16:10:33.712117334,1,2,185,205,28,Bob
1172,2021-06-17 16:16:05.127589911,2,2,170,170,28,Bob
1173,2021-06-17 16:21:41.025118811,0,0,100,100,,Bob
1174,2021-06-17 16:26:19.471540263,2,2,175,185,18,Bob
1175,2021-06-17 16:32:19.498090106,0,1,110,100,12,Bob
1176,2021-06-17 16:37:34.587604924,1,2,135,140,25,Bob
1177,2021-06-17 16:43:10.544529201,1,1,160,140,28,Bob
1178,2021-06-17 16:48:09.925232546,2,2,185,170,18,Bob
1179,2021-06-17 16:53:57.146891361,0,0,215,200,25,Bob
1180,2021-06-17 16:58:29.266282979,1,1,150,175,18,Bob
1181,2021-06-18 08:04:31.185523990,2,2,175,150,12,Charlie
1182,2021-06-18 08:10:35.279654403,0,0,115,120,12,Charlie
1183,2021-06-18 08:15:30.261467674,1,2,100,115,28,Charlie
1184,2021-06-18 08:21:14.370874132,0,2,135,120,28,Charlie
1185,2021-06-18 08:26:42.070379116,1,2,115,100,25,Charlie
1186,2021-06-18 08:32:17.063431767,0,1,130,110,18,Charlie
1187,2021-06-18 08:37:41.158581578,0,0,205,190,18,Charlie
1188,2021-06-18 08:42:35.405395331,2,2,125,110,12,Charlie
1189,2021-06-18 08:48:38.813702066,1,2,170,195,15,Charlie
1190,2021-06-18 08:54:39.013412744,1,2,180,180,15,Charlie
1191,2021-06-18 09:00:40.609626797,2,2,115,120,15,David
1192,2021-06-18 09:06:32.478611192,1,1,110,130,22,David
1193,2021-06-18 09:11:55.583017267,1,2,185,165,22,David
1194,2021-06-18 09:17:43.971293890,1,2,200,185,28,David
1195,2021-06-18 09:23:19.954701616,2,2,185,160,25,David
1196,2021-06-18 09:29:03.000540076,0,0,120,145,15,David
1197,2021-06-18 09:33:50.537548077,1,1,180,200,22,David
1198,2021-06-18 09:39:20.041928474,0,0,200,205,28,David
1199,2021-06-18 09:43:54.905715248,1,2,195,195,25,David
1200,2021-06-18 09:49:55.094339222,1,2,110,135,28,David
1201,2021-06-18 09:55:25.106020428,2,2,165,155,15,David
1202,2021-06-18 10:01:21.745248410,2,2,110,100,15,Charlie
1203,2021-06-18 10:07:13.521373105,1,2,185,210,15,Charlie
1204,2021-06-18 10:13:20.280413188,0,0,210,195,18,Charlie
1205,2021-06-18 10:18:08.002613387,1,2,150,160,22,Charlie
1206,2021-06-18 10:23:54.537199021,2,2,155,180,22,Charlie
1207,2021-06-18 10:29:34.478048869,1,2,125,125,15,Charlie
1208,2021-06-18 10:35:37.539222538,0,0,190,180,22,Charlie
1209,2021-06-18 10:40:21.137855993,1,2,205,185,18,Charlie
1210,2021-06-18 10:46:23.703154731,0,0,215,210,28,Charlie
1211,2021-06-18 10:50:52.453960174,1,2,105,100,12,Charlie
1212,2021-06-18 10:56:48.122775580,1,2,215,215,18,Charlie
1213,2021-06-18 11:03:05.584767110,0,0,180,9999,22,David
1214,2021-06-18 11:07:51.812648846,0,0,180,205,18,David
1215,2021-06-18 11:12:37.023236110,2,2,215,220,25,David
1216,2021-06-18 11:18:17.545327390,0,1,150,135,28,David
1217,2021-06-18 11:23:07.520660737,0,1,205,205,25,David
1218,2021-06-18 11:28:23.943568956,1,2,205,180,18,David
1219,2021-06-18 11:34:16.606439402,0,0,185,175,15,David
1220,2021-06-18 11:39:15.366399191,2,2,135,110,15,David
1221,2021-06-18 11:45:11.601203271,2,2,135,160,18,David
1222,2021-06-18 11:51:04.779011838,2,2,130,155,12,David
1223,2021-06-18 11:56:55.230347294,0,0,175,160,22,David
1224,2021-06-18 13:02:05.812602148,2,2,110,100,15,Charlie
1225,2021-06-18 13:08:04.320398691,1,1,215,200,22,Charlie
1226,2021-06-18 13:13:44.879609546,1,2,180,195,22,Charlie
1227,2021-06-18 13:19:41.399230523,1,2,105,120,15,Charlie
1228,2021-06-18 13:25:39.900564545,0,2,100,100,22,Charlie
1229,2021-06-18 13:31:10.636276806,0,0,205,215,15,Charlie
1230,2021-06-18 13:36:04.207643978,0,1,130,115,22,Charlie
1231,2021-06-18 13:41:08.286452408,0,0,100,100,22,Charlie
1232,2021-06-18 13:45:41.197625077,0,0,145,155,25,Charlie
1233,2021-06-18 13:50:15.287355758,1,2,190,180,28,Charlie
1234,2021-06-18 13:55:59.953411771,0,0,170,145,22,Charlie
1235,2021-06-18 14:00:48.559243609,1,2,125,120,25,David
1236,2021-06-18 14:06:32.105119904,0,0,130,125,18,David
1237,2021-06-18 14:11:12.836510705,1,2,105,100,22,David
1238,2021-06-18 14:16:47.548262117,0,0,110,125,22,David
1239,2021-06-18 14:21:18.069576143,0,0,205,195,28,David
1240,2021-06-18 14:25:49.676651402,1,1,115,140,25,David
1241,2021-06-18 14:31:01.429273774,0,1,215,205,28,David
1242,2021-06-18 14:36:07.696387088,2,2,195,185,12,David
1243,2021-06-18 14:42:18.136783348,0,1,100,100,22,David
1244,2021-06-18 14:47:12.550443064,1,2,190,200,15,David
1245,2021-06-18 14:53:27.354210120,0,0,200,190,15,David
1246,2021-06-18 14:58:16.422168401,0,0,195,180,12,David
1247,2021-06-18 15:03:11.996816528,2,2,185,175,22,Charlie
1248,2021-06-18 15:09:07.199612558,2,2,155,175,18,Charlie
1249,2021-06-18 15:14:58.185515742,1,2,195,220,28,Charlie
1250,2021-06-18 15:20:51.714846698,1,2,200,220,12,Charlie
1251,2021-06-18 15:27:08.603277920,2,2,210,200,22,Charlie
1252,2021-06-18 15:32:53.527872707,1,2,160,150,22,Charlie
1253,2021-06-18 15:38:45.840230614,2,2,135,125,12,Charlie
1254,2021-06-18 15:44:51.442344439,0,0,175,195,15,Charlie
1255,2021-06-18 15:49:43.367436068,0,0,130,150,22,Charlie
1256,2021-06-18 15:54:17.842809023,1,2,110,110,28,Charlie
1257,2021-06-18 15:59:51.608977847,1,2,150,145,18,Charlie
1258,2021-06-18 16:05:52.607240158,0,1,100,100,15,David
1259,2021-06-18 16:11:09.405356563,2,2,135,115,15,David
1260,2021-06-18 16:16:56.247964160,1,1,190,180,28,David
1261,2021-06-18 16:22:13.252962919,1,2,125,105,12,David
1262,2021-06-18 16:28:02.560490978,1,2,155,180,28,David
1263,2021-06-18 16:33:31.768331146,0,0,185,175,18,David
